date,precip_mean,moisture_mean,tmean_mean,precip_std,moisture_std,tmean_std,precip_mean_prev_2d_sum,tmean_mean_prev_2d_mean,precip_mean_prev_7d_sum,tmean_mean_prev_7d_mean,precip_mean_prev_30d_sum,tmean_mean_prev_30d_mean,precip_mean_prev_90d_sum,tmean_mean_prev_90d_mean,precip_mean_prev_1y_sum,tmean_mean_prev_1y_mean,precip_mean_prev_3y_sum,tmean_mean_prev_3y_mean
2038-03-22,0.8881906098206109,72.52039682539683,9.103163516588067,1.1688961015106603,1.8688714082249134,0.4124868394950291,1.9639343588717275,8.21412988540823,11.934515543094635,7.334149092810714,41.85536893192466,5.56744746000801,156.2074108343216,3.5027568921095957,701.626404622756,10.849039705060683,2101.1293523446307,10.821602080988916
2038-03-29,1.3623503826321175,70.75861111111111,7.732490354770085,0.7435847191287928,1.9366807574104719,0.445664261361974,2.8199198591951222,7.497871746366048,13.739282190826017,8.025302782341914,45.46961661030421,6.6140757660694245,157.47893236887438,3.8687952110808395,699.7990517461108,10.848763576364659,2101.524385287408,10.820700069944412
2038-04-05,3.2514317782824236,70.33714285714287,9.417751088738262,1.2370503541979214,1.673148477477893,0.47930866339185285,4.0491962924017795,8.986101365128322,12.588221595076298,9.17901038696746,49.43449254225351,7.591140886280666,151.11795620527096,4.425655763116574,701.122744399239,10.851240194774991,2102.057361889386,10.821978595485552
2038-04-12,2.393649147826174,73.27357142857143,7.778217156069229,1.5061678704378314,1.9308248660577079,0.3993052511389369,3.512302610194206,8.65665816988853,10.026768069037153,9.000327111664998,50.585352961567935,8.29675999440792,147.5705896879128,4.979188169897196,700.8442139250226,10.854158276699328,2100.5903899506666,10.823069025359876
2038-04-19,0.5433154237315797,67.72492063492064,9.456746809911959,0.8387644587363692,1.4357688658949757,0.4169458705905824,2.416798950898226,9.587459636351477,9.593988988748094,9.452134150971943,47.91219520255928,8.867522693148024,149.3252678383662,5.55532015507676,700.389940135711,10.851381868744753,2101.2617973067177,10.823128604545783
2038-04-26,2.0255073080467048,70.64555555555556,11.903725160919175,2.875683426163064,1.5755359303710075,0.3767341574469943,5.032260989677958,11.806040041434647,12.651837891494951,11.729388182990377,47.68073640355161,9.684058744029851,147.29916017027995,6.2760503906153415,697.2368094283588,10.85995694024298,2095.1737561645778,10.823633754413203
2038-05-03,2.3251914242257063,67.83047619047619,13.020173178517508,0.9932072867554744,1.4210457353856025,0.4098749718544404,6.908763561497173,12.77725248163912,18.737874009923583,12.375370615708675,55.059665251605566,10.52909143865362,154.29805360185173,7.070062263579084,700.8048205045633,10.85558871231916,2098.1182240078824,10.82394443399743
2038-05-10,2.3557229222264504,69.43829365079365,14.2313777913709,2.050029082487219,1.813464532816331,0.38271474558298657,2.432198362217172,14.333398150748728,12.642874383146268,13.757744904427126,57.13887788350711,11.617192710615464,151.39494314775743,7.904793128875856,697.4175585280572,10.854583036353711,2099.7548241467325,10.824610589886257
2038-05-17,2.03474262694077,64.51738095238095,15.441451999380607,1.4200363848879956,1.6031150894297164,0.4749985455971292,5.106486910645305,15.317823149436022,13.20094542010932,15.08681814266065,59.65033065557235,12.99400573977369,152.7986077797286,8.878843875040483,695.6838280616425,10.859542655476412,2102.1854206974717,10.825489112444862
2038-05-24,2.7500220880436084,68.16956349206349,15.161749931018994,3.158369470454773,1.510031270613955,0.42225100108651586,8.203444633353119,15.046128083286463,20.21126381609222,15.6337499646185,69.82521861894935,14.052928849159132,162.12688043507382,9.862822891675554,698.7905985594872,10.857478690206118,2103.6740960429015,10.82658486580982
2038-05-31,2.8908269177345476,65.32142857142857,16.7630931596866,1.9636457679390082,1.9406542869321963,0.3202151500880752,6.600095241725616,16.393773900731404,16.882453322580368,16.180223448196152,69.84630050342534,15.00547533941984,167.48688654493847,10.786675823408512,696.9281573074852,10.853759579769113,2106.4639782576983,10.825383162181488
2038-06-07,5.857123219543913,71.89261904761905,17.729068168192203,4.294469920290318,1.8361441163627679,0.4284266052461495,7.676464839869226,17.952174023812717,20.72944288710902,17.2391491675923,73.4563038081081,15.921546045432358,182.6582801143965,11.706320582379588,701.0673728808754,10.85300086676894,2106.2476884698053,10.82753879487992
2038-06-14,2.1234459293526786,66.87234126984127,17.50300404162371,1.5374886329557906,2.1321294234348827,0.45109212369093166,6.174548967918366,17.448223160082325,13.246701931376911,17.28112382705341,76.17634886780381,16.499179038369817,183.94628552675113,12.543646907063112,699.2980005915048,10.849800039382197,2110.0118573909963,10.826018754419692
2038-06-21,3.0007986715433566,70.2195238095238,18.940068682578218,4.670603404419259,1.5683512865485796,0.3662745831810186,7.298979711630188,18.47373565739435,16.852361344097005,17.53062432128047,75.91440411851642,16.923670050514307,189.5171566408339,13.321058656887121,704.5136586986224,10.847339740182381,2112.43434821561,10.824113921323164
2038-06-28,3.1297231736354227,67.73761904761905,17.967162790716493,2.034420672534452,1.7252544306351074,0.46733397088597384,9.85792938154542,18.72364699588167,25.1332387139319,18.29367140253982,82.56184011824044,17.50665096102416,201.16077824289636,14.12037136395446,715.1634663841601,10.84112524189754,2114.8711578259167,10.82118971433118
2038-07-05,0.0,68.02015873015873,20.304808155738872,2.3350949377411205,1.8322203808236477,0.45437261995381223,2.2784828957106824,20.552010742149736,12.8981041194088,19.637403646224573,75.80687094868384,18.170137014243778,202.40916572953762,14.926449170915639,712.009827332457,10.846414971116529,2115.7530389115745,10.821883499998224
2038-07-12,1.3022663682313464,68.14376984126984,19.835480066026424,2.2261629238251515,1.6762464468543152,0.3958696618208273,1.7903127835437909,20.432288251755097,14.030510693772024,19.93867985004008,75.08876383912809,18.756636695358644,205.83978966027578,15.784302859006372,711.2802520386718,10.841847024754484,2113.123936307698,10.821495915059636
2038-07-19,1.997109310123892,68.2597619047619,19.009604562998916,2.1623154044248722,1.9662469848587019,0.458982291409764,1.9971093101238857,18.664690318609114,16.509975050347098,19.41220373475185,75.87080828909001,19.264039391656105,212.4046628776899,16.530510675359725,711.1756674284676,10.832493796584501,2116.5463189372285,10.820728726739482
2038-07-26,1.805718979466831,67.88404761904762,19.79846191761874,1.1964273855730956,1.349589813333322,0.40750341378003363,6.339035234685906,19.805934799639413,21.85369301731489,19.80659704027799,75.15021226238822,19.633716129694164,218.92747969903834,17.159585353421104,715.3163233245936,10.828670032549164,2118.377169919991,10.823260784766347
2038-08-02,4.057334065570229,66.79722222222223,21.314166216381615,2.458559390306564,1.7694493805621128,0.44535451375478446,5.51485035783654,20.551013357015762,17.147145406176936,20.80950684535738,71.81980706332163,20.029097792576355,218.92549754053582,17.801754676937815,720.8537812726235,10.82398792348326,2126.349533246093,10.82422572989816
2038-08-09,0.6518244479326554,67.13246031746031,20.980506995092608,2.0996898759723406,1.3521162930185668,0.3756550661612689,2.8383350507938574,20.648176333209296,17.303498877232624,20.815674900643984,74.60462513461533,20.225748471690956,225.99933459954906,18.323571295444154,725.5192042004136,10.829193717208948,2130.4429293320422,10.825888165571477
2038-08-16,2.167821226646694,67.81761904761905,20.891527679038674,1.864758182931975,1.8019472795308924,0.35087716684466447,4.301099519852421,20.989594660836026,14.910803618664186,20.564448841747495,73.21225022951252,20.37676580111354,223.68216522608844,18.72910269574131,727.338929099089,10.829623897796766,2137.054064950921,10.827022745139326
2038-08-23,2.746725360566919,72.00341269841269,18.900019034809432,1.4003589961484904,1.7907659893577257,0.3996015002958925,6.147081024404609,19.4319862704478,9.3560581531802,19.845253352654133,65.05654128993984,20.46186857273666,214.31634814591618,19.05901029271299,721.8165071775567,10.834371692755957,2134.1668298853874,10.831401466719766
2038-08-30,0.21783201943052644,70.98031746031747,18.37201680143163,1.5470238035396244,1.586018494557387,0.3752468179199497,0.6043001288871906,17.594124318571197,6.575790213711502,18.002212875348526,53.661001220625046,19.85650521689302,205.11881635434875,19.196123520984905,718.5425477217253,10.838429110912836,2133.6177900919165,10.834154493337968
2038-09-06,1.7200730029517675,72.81246031746032,16.214951312653152,1.7509569728957843,1.4885150756878178,0.45577031632103415,2.414680040892528,16.544955674512117,12.908714506495532,16.858497603492744,46.58970154284527,18.939641379303964,197.4457909834465,19.160311378569073,715.1958231404319,10.846135261947929,2134.4685372979407,10.835659687067947
2038-09-13,1.6651799365273638,75.23896825396825,15.132753002619458,1.6222856527102518,1.5604997167208514,0.4471865884935478,4.234928823720184,15.601305374035935,13.629809090180448,16.313238083617968,46.77147148342009,17.970453424248852,197.26517598345393,19.084283180997573,714.7996624160256,10.847016178598643,2135.1396119556384,10.836980061671424
2038-09-20,3.534958187845066,76.49690476190476,15.336425123779238,1.8545193215718208,1.5615877828337783,0.3597976353016359,5.001116689610241,15.501058905615166,12.134070180023132,15.484596035490531,51.395465014815215,16.849126157551467,188.23629760853382,18.911135845302525,719.2429725060064,10.847021977909863,2136.7386900360907,10.83694014149167
2038-09-27,1.1823332971278353,79.49226190476192,13.125907124334809,1.3360965824611877,1.9376391819484542,0.4073183678728653,2.8942949505417825,13.491929957634463,8.785052427596318,14.50443299841233,48.06194633318261,15.910453389474581,174.47053092129403,18.608415254936475,719.6839520263322,10.843989124518039,2132.661802863903,10.836216119476061
2038-10-04,1.190674547839881,76.69404761904761,13.18225761431456,1.2367964984347966,2.8344524162670584,0.34691411066714095,2.4070623601138466,12.874146764760525,11.046416219129219,13.384113276734666,48.010027957821634,15.029819136960425,174.50907284657464,18.123609990480553,722.2827237660173,10.843843895557258,2130.9252467562674,10.836549056742717
2038-10-11,2.4327655966124873,83.41698412698412,11.685097726929845,1.6973337313711894,1.8436728601176704,0.40050229288739875,4.326744105599511,11.838263037638855,16.763550468162226,12.539848969509567,52.964018118631074,14.086451656970052,174.79891035022007,17.546717895995858,725.3996596081827,10.843222643717327,2133.181519296387,10.839808355177956
2038-10-18,1.2871825775846983,83.44686507936508,9.167063177770535,1.021349521711344,2.263140112988264,0.3890651212610297,3.030840579153913,9.274955081331115,14.136907868695484,10.506247719607103,55.733043673193485,12.918153952035867,173.13623911675822,16.849158981028694,720.5692164458183,10.849041785333023,2128.618414602836,10.84037121541969
2038-10-25,1.1260917409313511,83.39039682539683,9.780017185977783,1.5275042821320777,1.5526026321078445,0.43239419457978334,2.0395987081921776,9.869231954928601,15.596623043961424,9.360985491108988,60.43779255049014,11.584074270466374,167.89391641036167,16.02159866735918,725.5646850481628,10.848741780902898,2128.5858253064994,10.841490245417582
