date,precip_mean,moisture_mean,tmean_mean
2025-01-01,1.6485317460317461,84.92162698412699,0.440623015873016
2025-01-02,1.9582817460317459,86.35373015873016,1.405563492063492
2025-01-03,2.4459841269841274,82.95559523809523,1.789440476190476
2025-01-04,1.8657936507936508,83.21063492063492,1.4219126984126984
2025-01-05,2.4335793650793653,82.91369047619047,1.6220436507936509
2025-01-06,1.3032103174603173,84.77527777777777,1.2885039682539683
2025-01-07,0.9568849206349206,84.5886111111111,1.1343015873015871
2025-01-08,0.8687222222222223,84.37099206349207,0.8481626984126984
2025-01-09,1.785,86.72853174603173,1.4992936507936507
2025-01-10,2.7200595238095238,85.9236507936508,1.9191944444444442
2025-01-11,1.9618531746031747,83.87234126984127,1.8962222222222223
2025-01-12,0.8451865079365081,82.68444444444444,0.7694920634920634
2025-01-13,0.833670634920635,82.46285714285713,0.6069126984126985
2025-01-14,1.6808928571428572,82.45126984126983,0.626234126984127
2025-01-15,1.319063492063492,82.24753968253968,1.00690873015873
2025-01-16,1.0558214285714285,82.65051587301586,1.4482420634920634
2025-01-17,0.9108492063492063,82.48714285714286,1.0242063492063491
2025-01-18,1.6367460317460318,85.62031746031745,0.40228571428571425
2025-01-19,1.5512817460317463,87.12186507936508,1.0236904761904762
2025-01-20,0.6063333333333334,86.06484126984127,1.3732539682539682
2025-01-21,1.1094484126984128,83.85234126984126,1.3156428571428573
2025-01-22,2.9544761904761905,85.1140873015873,2.287293650793651
2025-01-23,2.898265873015873,85.38777777777777,2.6044365079365077
2025-01-24,2.260079365079365,85.23773809523809,2.00468253968254
2025-01-25,2.316797619047619,82.58682539682539,2.371011904761905
2025-01-26,2.45484126984127,82.92587301587302,1.6533174603174603
2025-01-27,1.9858174603174603,83.98865079365079,1.721670634920635
2025-01-28,1.374420634920635,82.60571428571428,1.7495992063492063
2025-01-29,1.9007460317460316,82.27896825396826,1.5881468253968256
2025-01-30,1.2809166666666667,83.42503968253968,1.6196150793650792
2025-01-31,1.2224722222222222,81.73666666666666,1.1571785714285714
2025-02-01,1.5331230158730158,81.65384920634921,1.0545515873015874
2025-02-02,2.3433928571428573,81.95567460317461,1.5752896825396827
2025-02-03,1.921095238095238,82.16194444444444,1.5253253968253968
2025-02-04,1.4876190476190476,81.76488095238095,1.8062619047619046
2025-02-05,2.491892857142857,83.80753968253968,2.351734126984127
2025-02-06,2.1330714285714283,82.90416666666667,2.9722063492063495
2025-02-07,1.3630595238095238,81.04099206349206,2.966253968253968
2025-02-08,1.6896269841269842,81.31607142857142,2.786448412698413
2025-02-09,2.2799047619047617,82.19011904761905,2.337480158730159
2025-02-10,2.1559325396825395,81.55559523809524,2.4052301587301588
2025-02-11,1.4733214285714284,79.82686507936508,2.3718333333333335
2025-02-12,2.2354246031746032,80.04591269841269,2.569555555555555
2025-02-13,1.5555515873015873,79.5604365079365,2.2248571428571426
2025-02-14,2.374765873015873,79.07186507936508,1.5979920634920635
2025-02-15,1.3577619047619047,77.49373015873016,2.0638055555555557
2025-02-16,0.8125555555555556,77.64583333333333,1.4575119047619047
2025-02-17,1.1172777777777776,78.39158730158731,1.4478809523809524
2025-02-18,1.6149047619047618,79.49765873015873,1.851015873015873
2025-02-19,2.7761666666666667,80.21821428571428,2.0131746031746034
2025-02-20,1.6531984126984125,78.94833333333332,2.2738690476190473
2025-02-21,1.3316984126984126,76.97210317460318,2.3938730158730155
2025-02-22,1.079126984126984,78.5161507936508,2.232329365079365
2025-02-23,0.618,78.15400793650794,2.4024920634920632
2025-02-24,1.2311666666666665,78.1867857142857,2.791333333333333
2025-02-25,2.8810714285714285,79.46753968253968,3.305170634920635
2025-02-26,1.5490238095238096,77.54313492063491,3.1799246031746033
2025-02-27,1.658531746031746,75.05539682539683,3.230952380952381
2025-02-28,1.3433333333333333,76.93214285714286,3.567603174603175
2025-03-01,1.8698412698412699,75.6918253968254,4.211162698412698
2025-03-02,1.7300357142857143,76.82289682539682,4.587321428571428
2025-03-03,1.1398373015873016,75.1234126984127,4.711761904761905
2025-03-04,0.8095436507936509,74.17813492063492,4.212781746031746
2025-03-05,0.5253373015873016,75.98257936507936,4.022904761904762
2025-03-06,1.2453928571428572,75.7634126984127,4.6657222222222225
2025-03-07,0.969654761904762,74.91420634920635,4.992908730158731
2025-03-08,0.8430277777777777,73.1895238095238,4.899825396825396
2025-03-09,1.2037222222222224,73.12857142857142,5.256611111111111
2025-03-10,1.3558849206349206,71.88646825396826,5.569500000000001
2025-03-11,1.0039404761904762,73.18083333333334,5.683126984126984
2025-03-12,1.9499841269841272,75.6622619047619,5.513603174603175
2025-03-13,1.4461468253968255,74.20698412698412,5.9092738095238095
2025-03-14,1.6536666666666666,75.17011904761904,6.111936507936508
2025-03-15,1.901174603174603,75.73047619047618,6.490456349206349
2025-03-16,1.3492380952380953,75.46281746031745,6.429047619047619
2025-03-17,1.255813492063492,73.74619047619048,6.533515873015873
2025-03-18,2.2197698412698417,74.18773809523809,6.502297619047619
2025-03-19,2.7102460317460317,76.36019841269841,5.837888888888888
2025-03-20,1.335515873015873,72.86444444444444,6.234119047619047
2025-03-21,1.4384761904761905,72.36761904761904,6.82961111111111
2025-03-22,1.5984722222222223,72.52039682539683,6.934210317460317
2025-03-23,1.409265873015873,72.01091269841271,6.938309523809524
2025-03-24,2.2715198412698414,72.05277777777778,7.5572301587301585
2025-03-25,2.4391349206349204,73.65456349206349,7.954944444444445
2025-03-26,1.8461626984126984,74.1068253968254,7.3304285714285715
2025-03-27,3.2449484126984127,72.2754365079365,7.529698412698412
2025-03-28,1.5523174603174605,72.01960317460318,6.849599206349207
2025-03-29,1.249452380952381,70.75861111111111,7.069083333333333
2025-03-30,1.1006111111111112,69.98103174603175,7.567400793650793
2025-03-31,1.34065873015873,72.40948412698413,8.050325396825396
